Marca,Carro,Descrição,Preço,Ano,KM Rodado,Transmissão,Cidade,Estado
Peugeot,308,308 Active 1.6 16v (Flex),45900,2013,95905,Manual,São Vicente,SP
Kia,Picanto,Picanto 1.0 (Aut) (Flex) J368,45900,2012,104000,Automático,São Paulo,SP
Chevrolet,Onix,Onix 1.4 LT SPE/4,45900,2013,91000,Manual,Juiz de Fora,MG
Volkswagen,CrossFox,CrossFox 1.6 VHT (Flex),45900,2012,92598,Manual,São José dos Pinhais,PR
Honda,Fit,Fit LX 1.4 (flex),45900,2012,135000,Manual,Curitiba,PR
Chevrolet,Onix,Onix 1.4 LT SPE/4,45900,2013,130000,Manual,Sorocaba,SP
Volkswagen,Saveiro,Saveiro 1.6 (Flex) (cab. estendida),45900,2012,209945,Manual,Ribeirão Preto,SP
Fiat,500,500 Cult 1.4 8V,45900,2013,81157,Manual,Guarulhos,SP
Volkswagen,SpaceFox,SpaceFox 1.6 8V Trend I-Motion (Flex),45900,2012,138000,Automático,Bauru,SP
Volkswagen,SpaceCross,SpaceCross 1.6 8V (Flex),45900,2013,157000,Manual,São José dos Campos,SP
Honda,Fit,Fit LX 1.4 (flex),45900,2012,135000,Manual,Curitiba,PR
Renault,Duster,Duster 1.6 16V Dynamique (Flex),45900,2012,151000,Manual,Praia Grande,SP
Chevrolet,Cobalt,Cobalt LT 1.8 8V (Aut) (Flex),45900,2013,75000,Automático,Manaus,AM
Volkswagen,Saveiro,Saveiro Trooper 1.6 (Flex) (cab. estendida),45900,2012,181670,Manual,Belo Horizonte,MG
Chevrolet,Onix,Onix 1.4 LTZ SPE/4,45900,2012,82500,Manual,Saquarema,RJ
Hyundai,HB20,HB20 1.6 Premium,45900,2013,141039,Manual,Carapicuíba,SP
Volkswagen,SpaceFox,SpaceFox 1.6 8V Trend (Flex),45900,2012,97000,Manual,São José do Rio Preto,SP
Volkswagen,Saveiro,Saveiro 1.6 (Flex) (cab. estendida),45900,2012,138000,Manual,Natal,RN
Hyundai,i30,i30 GLS 2.0 16V Top (aut.),45900,2011,0,Automático,Santa Maria,RS
Renault,Duster,Duster 1.6 16V Dynamique (Flex),45900,2011,153000,Manual,São Paulo,SP
Hyundai,i30,i30 GLS 2.0 16V Top (aut.),45900,2011,102300,Automático,Mogi Guaçu,SP
Hyundai,i30,i30 GLS 2.0 16V (aut),45900,2011,104000,Automático,Piracicaba,SP
Hyundai,i30,i30 GLS 2.0 16V Top (aut.),45900,2012,86911,Automático,Nova Iguaçu,RJ
Nissan,Tiida,Tiida SL 1.8 (flex) (aut),45900,2011,177000,Automático,São José,SC
Suzuki,Grand Vitara,Grand Vitara 2.0 16V (aut),45900,2011,100000,Automático,Colombo,PR
Volkswagen,Saveiro,Saveiro 1.6 (Flex) (cab. estendida),45900,2011,160000,Manual,Itapetininga,SP
Chevrolet,Captiva,Captiva 2.4 16V (Aut),45900,2011,145000,Automático,Franca,SP
Fiat,Strada,Strada Adventure Locker 1.8 16V (Cabine Estendida),45900,2010,226172,Manual,Osasco,SP
Fiat,Strada,Strada Adventure Locker 1.8 16V (Cabine Estendida),45900,2010,193500,Manual,Belo Horizonte,MG
Chevrolet,Blazer,Blazer Advantage 4x2 2.4 (Flex),45900,2010,119000,Manual,Canoas,RS
Honda,Fit,New Fit LX 1.4 (flex) (aut),45900,2010,152994,Automático,Campinas,SP
Fiat,500,500 Lounge 1.4 16V,45900,2009,111600,Manual,Sumaré,SP
Fiat,Strada,Strada Adventure Locker 1.8 8V (Flex) (Cabine Estendida),45900,2009,148000,Manual,Bauru,SP
Fiat,Strada,Strada Working 1.4 (Flex) (Cabine Dupla),45900,2010,128300,Manual,Brasília,DF
Kia,Sportage,Sportage EX 2.0 16V (aut),45900,2009,192000,Automático,São José dos Campos,SP
Hyundai,i30,i30 GLS 2.0 16V (aut),45900,2009,103245,Automático,Brasília,DF
Volkswagen,Saveiro,Saveiro Surf 1.6 G4 (Flex),45900,2009,265407,Manual,Brasília,DF
Honda,Civic,New Civic LXS 1.8 16V (Aut) (Flex),45900,2008,218982,Automático,São Paulo,SP
Toyota,Corolla Fielder,Corolla Fielder XEi 1.8 16V (flex) (aut),45900,2007,148599,Automático,Francisco Morato,SP
Honda,Civic,New Civic LXS 1.8 16V (Aut) (Flex2),45900,2008,165000,Automático,Mirassol,SP
Ford,Ranger (Cabine Dupla),Ranger XLS 4x2 2.3 16V (Cab Dupla),45900,2006,193000,Manual,Belo Horizonte,MG
Renault,Kwid,Kwid 1.0 Zen,45930,2019,68592,Manual,Belo Horizonte,MG
Fiat,Mobi,Mobi 1.0 Evo Easy Comfort,45950,2019,34760,Manual,São Paulo,SP
Citroën,C3,C3 Origine 1.2 12V (Flex),45979,2016,50642,Manual,Olinda,PE
Fiat,Idea,Idea Adventure 1.8 16V Dualogic (Flex),45980,2014,128500,Automático,Campinas,SP
Chevrolet,Onix,Onix 1.0 LT SPE/4,45980,2015,89263,Manual,Campinas,SP
Renault,Kwid,Kwid 1.0 Life,45990,2020,30390,Manual,São Paulo,SP
Renault,Kwid,Kwid 1.0 Zen,45990,2019,68635,Manual,Blumenau,SC
Fiat,Mobi,Mobi 1.0 Evo Like,45990,2020,33000,Manual,São Bernardo do Campo,SP
Fiat,Mobi,Mobi 1.0 Evo Like,45990,2019,46000,Manual,Brasília,DF
Renault,Kwid,Kwid 1.0 Zen,45990,2019,78684,Manual,Campinas,SP
Renault,Kwid,Kwid 1.0 Zen,45990,2019,13000,Manual,Contagem,MG
Fiat,Mobi,Mobi 1.0 Evo Like,45990,2020,49000,Manual,Vila Velha,ES
Fiat,Mobi,Mobi 1.0 Evo Like,45990,2020,59442,Manual,Campinas,SP
Renault,Kwid,Kwid 1.0 Zen,45990,2019,59000,Manual,São Paulo,SP
Renault,Kwid,Kwid 1.0 Zen,45990,2019,67000,Manual,Brasília,DF
Fiat,Mobi,Mobi 1.0 Evo Like,45990,2020,52000,Manual,Rio de Janeiro,RJ
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45990,2019,59220,Manual,Salvador,BA
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45990,2018,59000,Manual,Mogi das Cruzes,SP
Ford,Ka Sedan,Ka Sedan SE 1.0 (Flex),45990,2019,55432,Manual,Rio de Janeiro,RJ
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45990,2019,82175,Manual,Belém,PA
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45990,2018,79000,Manual,Mogi das Cruzes,SP
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45990,2018,89000,Manual,Campinas,SP
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45990,2017,139000,Manual,Franca,SP
Fiat,Mobi,Mobi Evo Like 1.0 (Flex),45990,2017,73200,Manual,São José,SC
Fiat,Grand Siena,Grand Siena Evo Attractive 1.0 (Flex),45990,2018,101000,Manual,São Paulo,SP
Renault,Sandero,Sandero Vibe 1.0 12V SCe (Flex),45990,2017,44000,Manual,Campos dos Goytacazes,RJ
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45990,2018,27000,Manual,Mogi das Cruzes,SP
Peugeot,208,208 Active 1.2 12V (Flex),45990,2017,103861,Manual,Porto Alegre,RS
Ford,Ka,Ka 1.0 SE (Flex),45990,2017,138540,Manual,São Paulo,SP
Peugeot,208,208 Active 1.2 12V (Flex),45990,2017,115000,Manual,Campinas,SP
Volkswagen,Gol,Gol 1.0 MPI Trendline (Flex),45990,2018,156000,Manual,Campinas,SP
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45990,2017,79750,Manual,Brusque,SC
Volkswagen,Up!,Up! 1.0 12v E-Flex take up! 2p,45990,2016,49096,Manual,Taubaté,SP
Nissan,March,March 1.0 12V Conforto (Flex),45990,2017,57000,Manual,Belo Horizonte,MG
Ford,Ka,Ka 1.5 SE (Flex),45990,2016,80000,Manual,Votuporanga,SP
Fiat,Mobi,Mobi FireFly Drive 1.0 (Flex),45990,2016,68000,Manual,Americana,SP
Volkswagen,Gol,Gol 1.0 MPI Trendline (Flex),45990,2016,114000,Manual,Campinas,SP
Ford,Ka,Ka 1.0 SE (Flex),45990,2016,63000,Manual,Bauru,SP
Ford,Ka Sedan,Ka Sedan SE 1.5 16v (Flex),45990,2017,106350,Manual,Campinas,SP
Chevrolet,Prisma,Prisma 1.0 Joy SPE/4,45990,2017,144000,Manual,Campinas,SP
Volkswagen,Gol,Gol 1.0 MPI Trendline (Flex) 2p,45990,2017,119325,Manual,Timbaúba,PE
Ford,Ka,Ka 1.0 SE (Flex),45990,2016,60000,Manual,Praia Grande,SP
Chevrolet,Onix,Onix 1.0 LT SPE/4,45990,2015,110000,Manual,Parnamirim,RN
Volkswagen,Fox,Fox 1.0 MPI Trendline (Flex),45990,2015,83000,Manual,Barueri,SP
Citroën,C3,C3 Tendance 1.5 8V (Flex),45990,2015,92000,Manual,Macaé,RJ
Chevrolet,Onix,Onix 1.0 LS SPE/4,45990,2015,85791,Manual,São Paulo,SP
Volkswagen,Fox,Fox 1.6 MSI Comfortline I-Motion (Flex),45990,2016,103200,Automático,Campinas,SP
Fiat,Idea,Idea Attractive 1.4 8V (Flex),45990,2015,77021,Manual,Santos,SP
Ford,New Fiesta Hatch,New Fiesta S 1.5 16V,45990,2015,99600,Manual,São Paulo,SP
Ford,New Fiesta Hatch,New Fiesta S 1.5 16V,45990,2015,54923,Manual,São Paulo,SP
Fiat,Uno,Uno Way 1.4 8V (Flex) 4p,45990,2015,79196,Manual,Belo Horizonte,MG
Ford,Ka Sedan,Ka Sedan SE Plus 1.5 16v (Flex),45990,2015,67000,Manual,Campo Grande,MS
Chevrolet,Onix,Onix 1.0 LT SPE/4,45990,2015,89000,Manual,Franco da Rocha,SP
Chevrolet,Onix,Onix 1.0 LS SPE/4,45990,2014,64611,Manual,Fortaleza,CE
Ford,Ka Sedan,Ka Sedan SE 1.5 16v (Flex),45990,2014,130800,Manual,Brasília,DF
Chevrolet,Onix,Onix 1.0 LT SPE/4,45990,2014,175000,Manual,Campinas,SP
Citroën,C3,C3 Tendance 1.5 8V (Flex),45990,2014,67000,Manual,São Bernardo do Campo,SP
Ford,New Fiesta Hatch,New Fiesta S 1.5 16V,45990,2014,105400,Manual,Campo Grande,MS
Volkswagen,Saveiro,Saveiro Trendline 1.6 MSI CS (Flex),45990,2014,178000,Manual,São José do Rio Preto,SP
Chevrolet,Onix,Onix 1.0 LT SPE/4,45990,2014,109000,Manual,Balneário Camboriú,SC
Hyundai,HB20,HB20 1.0 Comfort,45990,2015,106000,Manual,São Paulo,SP
Fiat,Palio,Palio Sporting 1.6 16V Dualogic (Flex),45990,2015,50661,Automático,Campinas,SP
Volkswagen,Voyage,Voyage 1.6 VHT Trendline (Flex),45990,2015,56000,Manual,Peruíbe,SP
Ford,Ka,Ka Hatch SE 1.5 16v (Flex),45990,2014,73887,Manual,São Paulo,SP
Chevrolet,Onix,Onix 1.0 LS SPE/4,45990,2014,95623,Manual,Rio de Janeiro,RJ
Hyundai,HB20,HB20 1.0 Comfort,45990,2015,95000,Manual,São Paulo,SP
Chevrolet,Onix,Onix 1.0 LT SPE/4,45990,2014,63270,Manual,Presidente Prudente,SP
Chevrolet,Onix,Onix 1.0 LT SPE/4,45990,2013,92193,Manual,Belo Horizonte,MG
Hyundai,HB20,HB20 1.6 Comfort,45990,2013,153078,Manual,Vinhedo,SP
Fiat,500,500 Cult Dualogic 1.4 Evo (Flex),45990,2013,105000,Automático,Recife,PE
Chevrolet,Prisma,Prisma 1.0 LT SPE/4,45990,2013,132000,Manual,Mogi das Cruzes,SP
Fiat,Strada,Strada Working 1.4 (Flex),45990,2014,86620,Manual,Cuiabá,MT
Hyundai,HB20,HB20 1.6 Comfort Style,45990,2013,112243,Manual,Curitiba,PR
Volkswagen,CrossFox,CrossFox 1.6 VHT (Flex),45990,2013,121000,Manual,Valinhos,SP
Hyundai,HB20S,HB20S 1.0 Comfort Plus,45990,2014,88000,Manual,Presidente Prudente,SP
Peugeot,208,208 1.6 16V Griffe (Flex) (Aut),45990,2014,149000,Automático,Curitiba,PR
Hyundai,HB20S,HB20S 1.0 Comfort Plus,45990,2014,117147,Manual,São Paulo,SP
Toyota,Etios Hatch,Etios XS 1.5 (Flex),45990,2014,85987,Manual,Belo Horizonte,MG
Renault,Fluence,Fluence 2.0 16V Dynamique X-Tronic (Aut) (Flex),45990,2014,148000,Automático,Hortolândia,SP
Volkswagen,SpaceFox,SpaceFox Sportline 1.6 8V (Flex),45990,2012,123618,Manual,Campinas,SP
Honda,Fit,New Fit LX 1.4 (flex),45990,2012,110000,Manual,Porto Alegre,RS
Ford,EcoSport,Ecosport XLT 2.0 16V (Flex) (Aut),45990,2012,107000,Automático,Jaraguá do Sul,SC
Hyundai,i30,i30 GLS 2.0 16V,45990,2011,145000,Manual,Taubaté,SP
Honda,Civic,New Civic LXS 1.8 16V (Aut) (Flex),45990,2009,188900,Automático,Jundiaí,SP
Hyundai,Santa Fe,Santa Fe GLS 2.7 V6 4x4,45990,2008,160000,Automático,Campinas,SP
Ford,Ka Sedan,Ka Sedan SE 1.5 16v (Flex),45991,2014,105000,Manual,Ribeirão Preto,SP
Renault,Kwid,Kwid 1.0 Outsider,45999,2019,25000,Manual,São João de Meriti,RJ
Chevrolet,Onix,Onix 1.0 Joy SPE/4,45999,2018,100000,Manual,Cuiabá,MT
Chevrolet,Onix,Onix 1.0 LS SPE/4,45999,2015,79705,Manual,Joinville,SC
Hyundai,HB20,HB20 1.6 Premium,45999,2014,85032,Manual,Rio de Janeiro,RJ
Fiat,Grand Siena,Grand Siena Attractive 1.0 Evo (Flex),46000,2019,53748,Manual,Cajazeiras,PB
Renault,Kwid,Kwid Intense 1.0 12v SCe (Flex),46000,2018,30000,Manual,Parnaíba,PI
Ford,Ka,Ka 1.0 SE (Flex),46000,2018,65425,Manual,Marabá,PA
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),46000,2017,72433,Manual,Sinop,MT
Fiat,Uno,Uno Way 1.0 8V (Flex) 4p,46000,2015,87413,Manual,Presidente Prudente,SP
Fiat,Uno,Uno Way 1.4 8V (Flex) 4p,46000,2015,91565,Manual,Presidente Prudente,SP
Chevrolet,Onix,Onix 1.0 LT SPE/4,46000,2014,83000,Manual,Jacutinga,MG
Volkswagen,Fox,Fox Trendline 1.0 TEC (Flex),46000,2014,67000,Manual,Jacutinga,MG
Ford,New Fiesta Hatch,New Fiesta Titanium 1.6 16V PowerShift,46000,2013,109992,Automático,Balneário Camboriú,SC
Honda,City,City EX 1.5 16V (flex) (aut.),46000,2010,154000,Automático,Blumenau,SC
Renault,Kwid,Kwid 1.0 Zen,46220,2019,65990,Manual,Recife,PE
Volkswagen,Voyage,Voyage 1.6 MSI Trendline (Flex),46299,2018,46500,Manual,Rio de Janeiro,RJ
Hyundai,HB20,HB20 1.0 Comfort,46299,2016,42564,Manual,Rio de Janeiro,RJ
Hyundai,HB20,HB20 1.0 Comfort,46300,2014,149000,Manual,Guarulhos,SP
Volkswagen,Saveiro,Saveiro Cross 1.6 (Flex) (cab. estendida),46390,2010,133000,Manual,São Paulo,SP
Volkswagen,Gol,Gol 1.0 MPI Track (Flex),46399,2017,46874,Manual,Rio de Janeiro,RJ
Hyundai,HB20,HB20 1.0 Comfort Plus,46399,2014,80581,Manual,Rio de Janeiro,RJ
Renault,Kwid,Kwid Intense 1.0 12v SCe (Flex),46427,2018,84489,Manual,Rio das Ostras,RJ
Ford,New Fiesta Hatch,New Fiesta S 1.5 16V,46441,2015,85960,Manual,Macaé,RJ
Volkswagen,Up!,Up! 1.0 12v E-Flex Track,46490,2016,98856,Manual,São Paulo,SP
Fiat,Punto,Punto Essence 1.6 16V (Flex),46490,2015,55000,Manual,Osasco,SP
Chevrolet,Onix,Onix 1.4 LTZ SPE/4,46490,2013,104290,Manual,São Paulo,SP
Chevrolet,Onix,Onix 1.4 LTZ SPE/4,46490,2013,104000,Manual,Campinas,SP
Hyundai,HB20S,HB20S 1.0 Comfort Plus,46499,2014,83464,Manual,Osasco,SP
Fiat,Mobi,Mobi 1.0 Evo Like,46500,2020,79084,Manual,São Paulo,SP
Renault,Kwid,Kwid 1.0 Zen,46500,2019,39000,Manual,São Paulo,SP
Renault,Kwid,Kwid 1.0 Zen,46500,2019,59000,Manual,Mirassol,SP
Renault,Sandero,Sandero Expression 1.0 12V SCe (Flex),46500,2018,39000,Manual,Itajaí,SC
Fiat,Palio,Palio Essence 1.6 16V (Flex),46500,2016,94118,Manual,Umuarama,PR
Fiat,Palio,Palio Essence 1.6 16V (Flex),46500,2016,94118,Manual,Pato Branco,PR
Hyundai,HB20,HB20 1.0 Comfort,46500,2016,110000,Manual,Natal,RN
Fiat,Palio,Palio Essence 1.6 16V (Flex),46500,2015,43460,Manual,Araguaína,TO
Chevrolet,Onix,Onix 1.4 LT SPE/4,46500,2014,142370,Manual,Bauru,SP
Chevrolet,Onix,Onix 1.0 LT SPE/4,46500,2014,100000,Manual,Franca,SP
Hyundai,HB20,HB20 1.0 Comfort Plus,46500,2014,113000,Manual,Campinas,SP
Fiat,Strada,Strada Working 1.4 (Flex),46500,2014,142000,Manual,Guarapari,ES
Renault,Kwid,Kwid 1.0 Zen,46510,2019,60010,Manual,São Paulo,SP
Renault,Kwid,Kwid 1.0 Zen,46560,2019,67013,Manual,Contagem,MG
Fiat,Mobi,Mobi 1.0 Evo Like,46590,2020,82894,Manual,São Bernardo do Campo,SP
Volkswagen,Gol,Gol 1.0 MPI (Flex),46599,2019,70675,Manual,Barra Mansa,RJ
Volkswagen,Saveiro,Saveiro Robust 1.6 MSI CS (Flex),46599,2017,60422,Manual,Rio de Janeiro,RJ
Chevrolet,Zafira,Zafira Elite 2.0 (Flex),46600,2012,135000,Automático,Cascavel,PR
Renault,Kwid,Kwid 1.0 Zen,46650,2019,58448,Manual,Contagem,MG
Toyota,Etios Hatch,Etios Platinum 1.5 (Flex),46655,2015,70000,Manual,Nova Iguaçu,RJ
Renault,Kwid,Kwid 1.0 Zen,46680,2020,89000,Manual,Natal,RN
Fiat,Mobi,Mobi FireFly Drive GSR 1.0 (Flex),46690,2017,87347,Automático,Mogi das Cruzes,SP
Chevrolet,Cobalt,Cobalt LT 1.8 8V (Flex),46690,2014,145377,Manual,Campinas,SP
Peugeot,2008,2008 Allure 1.6 16V (Aut) (Flex),46699,2016,52657,Automático,Rio de Janeiro,RJ
Renault,Kwid,Kwid 1.0 Zen,46700,2019,64340,Manual,São Paulo,SP
Fiat,Mobi,Mobi 1.0 Evo Like,46720,2020,75730,Manual,Florianópolis,SC
Volkswagen,Up!,Up! 1.0 12v E-Flex take up! 4p,46789,2016,89157,Manual,São Paulo,SP
Ford,Ka Sedan,Ka Sedan SE 1.5 16v (Flex),46790,2016,91000,Manual,Valinhos,SP
Volkswagen,Gol,Gol 1.0 MPI (Flex),46799,2019,34200,Manual,Rio de Janeiro,RJ
Chevrolet,Onix,Onix 1.0 Joy SPE/4,46799,2018,48300,Manual,Rio de Janeiro,RJ
Chevrolet,Onix,Onix 1.0 Joy SPE/4,46799,2019,32471,Manual,Rio de Janeiro,RJ
Chevrolet,Onix,Onix 1.0 Joy SPE/4,46799,2018,35849,Manual,Rio de Janeiro,RJ
Renault,Kwid,Kwid Intense 1.0 12v SCe (Flex),46800,2018,32965,Manual,São Mateus,ES
Renault,Kwid,Kwid Intense 1.0 12v SCe (Flex),46800,2018,32965,Manual,Aracruz,ES
Renault,Kwid,Kwid Intense 1.0 12v SCe (Flex),46800,2018,32965,Manual,Linhares,ES
Renault,Kwid,Kwid Intense 1.0 12v SCe (Flex),46800,2018,32965,Manual,Nova Venécia,ES
Volkswagen,Gol,Gol 1.0 MPI Trendline (Flex),46800,2017,79656,Manual,Bauru,SP
Volkswagen,Gol,Gol 1.0 MPI Trendline (Flex),46800,2018,103000,Manual,Paranaíba,MS
Fiat,Mobi,Mobi Evo Like 1.0 (Flex),46800,2018,73000,Manual,Curitiba,PR
Ford,Ka Sedan,Ka Sedan SE Plus 1.0 (Flex),46800,2016,93641,Manual,Bauru,SP
Chevrolet,Onix,Onix 1.0 LS SPE/4,46800,2015,118000,Manual,Curitiba,PR
Volkswagen,Saveiro,Saveiro Trendline 1.6 MSI CS (Flex),46800,2014,99000,Manual,São Paulo,SP
Chevrolet,Montana,Montana LS 1.4 (Flex),46800,2014,86948,Manual,Guarulhos,SP
Hyundai,HB20,HB20 1.0 Comfort,46800,2015,89000,Manual,Guarulhos,SP
Hyundai,HB20,HB20 1.0 Comfort Plus,46800,2015,127898,Manual,São Bernardo do Campo,SP
Fiat,Palio,Palio Sporting 1.6 16V (Flex),46800,2014,71000,Automático,Goiânia,GO
Chevrolet,Onix,Onix 1.4 LTZ SPE/4,46800,2012,83000,Manual,Belo Horizonte,MG
Honda,City,City DX 1.5 (Flex),46808,2011,115000,Manual,Florianópolis,SC
Renault,Kwid,Kwid 1.0 Zen,46850,2019,63000,Automático,São Paulo,SP
Volkswagen,Voyage,Voyage 1.0 MPI Trendline (Flex),46850,2016,79200,Manual,Veranópolis,RS
Renault,Kwid,Kwid 1.0 Zen,46870,2019,51000,Manual,São Paulo,SP
Fiat,Uno,Uno Way 1.0 (Flex),46870,2019,74527,Manual,Osasco,SP
Volkswagen,Voyage,Voyage 1.6 MSI Trendline (Flex),46880,2017,138895,Manual,Campinas,SP
Ford,New Fiesta Hatch,New Fiesta SE 1.6 16V,46889,2014,114000,Manual,São Paulo,SP
Fiat,Mobi,Mobi 1.0 Evo Like,46890,2020,43000,Manual,Osasco,SP
Fiat,Mobi,Mobi Evo Like 1.0 (Flex),46890,2019,75000,Manual,Campinas,SP
Renault,Kwid,Kwid Intense 1.0 12v SCe (Flex),46890,2018,49000,Manual,Santo André,SP
Renault,Logan,Logan Authentique 1.0 12V SCe (Flex),46890,2019,92429,Manual,Campinas,SP
Renault,Sandero,Sandero Authentique 1.0 12V SCe (Flex),46890,2018,113281,Manual,Osasco,SP
Fiat,Mobi,Mobi Evo Like 1.0 (Flex),46890,2017,82800,Manual,São José,SC
Renault,Kwid,Kwid Intense 1.0 12v SCe (Flex),46890,2018,33800,Manual,Campinas,SP
Ford,Ka,Ka 1.0 SE Plus (Flex),46890,2018,55000,Manual,Bauru,SP
Volkswagen,Voyage,Voyage 1.6 MSI Trendline (Flex),46890,2016,72163,Manual,Contagem,MG
Fiat,Punto,Punto Sporting 1.8 16V Dualogic (Flex),46890,2015,75800,Automático,São Paulo,SP
Hyundai,HB20,HB20 1.0 Comfort,46890,2016,200,Manual,Rio de Janeiro,RJ
Chevrolet,Onix,Onix 1.0 LS SPE/4,46890,2016,107000,Manual,Campinas,SP
Chevrolet,Onix,Onix 1.4 LT SPE/4,46890,2014,92631,Manual,Sorocaba,SP
Hyundai,HB20S,HB20S 1.0 Comfort Style,46890,2014,117190,Manual,São Paulo,SP
Citroën,Aircross,Aircross Tendance 1.6 16V (Flex),46890,2015,89000,Manual,Campinas,SP
Honda,City,City LX 1.5 16V (flex),46890,2013,121017,Manual,São Paulo,SP
Chevrolet,Prisma,Prisma 1.4 LT SPE/4,46890,2013,138000,Manual,São Paulo,SP
Renault,Logan,Logan Expression 1.0 12V SCe (Flex),46899,2018,97765,Manual,São Paulo,SP
Chevrolet,Onix,Onix 1.0 LS SPE/4,46899,2016,102339,Manual,Rio de Janeiro,RJ
Volkswagen,Up!,Up! 1.0 12v E-Flex move up! I-Motion 4p,46899,2015,80000,Automático,Florianópolis,SC
Chevrolet,Spin,Spin LT 5S 1.8 (Aut) (Flex),46899,2013,157030,Automático,Sorocaba,SP
Honda,Fit,Fit LX 1.4 (flex),46899,2012,139585,Manual,Osasco,SP
Renault,Kwid,Kwid 1.0 Zen,46900,2020,83998,Manual,Rio de Janeiro,RJ
Fiat,Uno,Uno 1.0 Attractive,46900,2020,37871,Manual,Duque de Caxias,RJ
Fiat,Mobi,Mobi 1.0 Like,46900,2020,55120,Manual,Brasília,DF
Renault,Kwid,Kwid 1.0 Zen,46900,2020,35200,Manual,Belo Horizonte,MG
Renault,Kwid,Kwid 1.0 Zen,46900,2019,76500,Manual,São Gonçalo,RJ
Fiat,Mobi,Mobi 1.0 Evo Like,46900,2020,76959,Manual,Volta Redonda,RJ
Renault,Kwid,Kwid 1.0 Zen,46900,2019,65000,Manual,Rondonópolis,MT
Fiat,Mobi,Mobi 1.0 Evo Like,46900,2020,21000,Manual,Belo Horizonte,MG
Fiat,Mobi,Mobi 1.0 Evo Like,46900,2020,86645,Manual,Curitiba,PR
Fiat,Uno,Uno Way 1.0 (Flex),46900,2019,76000,Manual,São Paulo,SP
Renault,Kwid,Kwid 1.0 Zen,46900,2019,43000,Manual,São Paulo,SP
Fiat,Mobi,Mobi 1.0 Evo Like,46900,2020,50000,Manual,Aparecida de Goiânia,GO
Fiat,Mobi,Mobi 1.0 Evo Like,46900,2020,71992,Manual,Niterói,RJ
Renault,Kwid,Kwid 1.0 Zen,46900,2019,94056,Manual,Itajaí,SC
Fiat,Mobi,Mobi 1.0 Evo Like,46900,2019,42818,Manual,São Paulo,SP
Renault,Kwid,Kwid 1.0 Zen,46900,2019,65000,Manual,Vila Velha,ES
Fiat,Mobi,Mobi 1.0 Evo Like,46900,2020,84388,Manual,Campinas,SP
Fiat,Mobi,Mobi 1.0 Evo Like,46900,2020,57000,Manual,Vinhedo,SP
Renault,Sandero,Sandero Expression 1.0 12V SCe (Flex),46900,2018,67588,Manual,Rio de Janeiro,RJ
Renault,Kwid,Kwid Intense 1.0 12v SCe (Flex),46900,2019,56000,Manual,São Gonçalo,RJ
Ford,Ka,Ka 1.0 SE (Flex),46900,2019,85000,Manual,Niterói,RJ
Renault,Kwid,Kwid Intense 1.0 12v SCe (Flex),46900,2018,76607,Manual,Curitiba,PR
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),46900,2018,51908,Manual,Foz do Iguaçu,PR
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),46900,2019,54576,Manual,Osasco,SP
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),46900,2018,51200,Manual,São José dos Campos,SP
Nissan,March,March 1.0 S (Flex),46900,2018,85832,Manual,Uberlândia,MG
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),46900,2019,1111,Manual,Novo Hamburgo,RS
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),46900,2018,88000,Manual,Fazenda Rio Grande,PR
Renault,Kwid,Kwid Intense 1.0 12v SCe (Flex),46900,2019,93000,Manual,Campinas,SP
Renault,Kwid,Kwid Intense 1.0 12v SCe (Flex),46900,2019,86000,Manual,Florianópolis,SC
Renault,Sandero,Sandero Authentique 1.0 12V SCe (Flex),46900,2018,52900,Manual,São Paulo,SP
Volkswagen,Gol,Gol 1.0 MPI (Flex),46900,2018,53000,Manual,São Gonçalo,RJ
Fiat,Mobi,Mobi Evo Like 1.0 (Flex),46900,2018,55317,Manual,Anápolis,GO
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),46900,2018,51908,Manual,Foz do Iguaçu,PR
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),46900,2018,78000,Manual,Jundiaí,SP
Renault,Kwid,Kwid Intense 1.0 12v SCe (Flex),46900,2018,76607,Manual,Curitiba,PR
Chevrolet,Prisma,Prisma 1.0 SPE/4 Eco Joy,46900,2019,64555,Manual,Rio de Janeiro,RJ
Volkswagen,Gol,Gol 1.6 MSI (Flex),46900,2018,200,Manual,São João de Meriti,RJ
Fiat,Uno,Uno Attractive 1.0 Firefly (Flex),46900,2018,76000,Manual,Manaus,AM
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),46900,2018,44000,Manual,Alvorada,RS
